"","WORD","FREQ","cor.tok"
"1361","אִיינצינער",1,NA
"133","אֵייעֶר",17,"אֵייעֶר"
"539","אַייעֶר",3,NA
"540","אֵייעֶרע",3,NA
"1362","אֵייעֶרֶע",1,NA
"1363","אַייעֶרֶע",1,NA
"5","אִיך",384,"אִיך"
"541","אִיךְ",3,NA
"1364","אִים",1,"אִים"
"1365","אִימה",1,NA
"429","אִימער",4,NA
"756","אין",2,NA
"28","אִין",101,NA
"430","אֵין",4,NA
"1366","אִינהיילכּאר",1,NA
"1367","אִינטאָשע",1,NA
"1368","אִינטערעסע",1,NA
"1369","אִינקוִויזִיציָאָנען",1,NA
"1370","אִינשע",1,NA
"304","איסר",6,NA
"54","אִיסר",55,NA
"1371","אִיסָר",1,NA
"757","אִיצט",2,NA
"1372","אִירגענד",1,NA
"154","אַך",15,NA
"1373","אָך",1,NA
"1374","אַכְטוּנְג",1,NA
"1375","אַכטען",1,NA
"1376","אָכנע",1,NA
"758","אל",2,NA
"1377","אַל",1,NA
"1378","אָל",1,NA
"759","אַלא",2,NA
"1379","אַלאז",1,NA
"1380","אַלְזָא",1,NA
"1381","אָלחנן",1,NA
"1382","אַלט",1,NA
"1383","אַלטאר",1,NA
"1384","אָלטער",1,NA
"75","אלטעריל",38,NA
"62","אַלטעריל",47,NA
"760","אַלְטֶערִיל",2,NA
"1385","אַלטעריל'ס",1,NA
"1386","אַלטערל'ן",1,NA
"1387","אַלטערל'ס",1,NA
"1388","אַלטרלען",1,NA
"1389","אַליָא",1,NA
"1390","אֵלִיהוּ",1,NA
"358","אֵלִיָהוּ",5,NA
"1391","אֶליהוּ",1,NA
"761","אַלִיָהוּ",2,NA
"762","אָליהוּ",2,NA
"93","אַלֵיין",28,"אַלֵיין"
"1392","אַלמעכטינער",1,NA
"195","אַלְס",11,"אַלְס"
"1393","אַלע",1,NA
"45","אַלֶע",67,"אַלֶע"
"1394","אַלֶעא",1,NA
"1395","אַלֶעזִיסֶע",1,NA
"542","אַלֶעם",3,"אַלֶעם"
"1396","אַלֶעמען",1,NA
"1397","אַלֶען",1,NA
"1398","אַלעֶס",1,"אַלעֶס"
"103","אַלֶעס",22,NA
"1399","אֶלקִים",1,NA
"1400","אַמאַל",1,NA
"1401","אַמאָל",1,NA
"763","אָמן",2,"אָמן"
"543","אָמֵן",3,NA
"1402","אַמעריקא",1,NA
"1403","אמקרויט",1,NA
"1404","אמשטאַמשטע",1,NA
"305","אמת",6,NA
"108","אָן",20,"אָן"
"1405","אַנא",1,NA
"1406","אַנבּיטען",1,NA
"1407","אַנבּיעטען",1,NA
"764","אָנגֶעהויבּען",2,NA
"1408","אָנגֶעוָוארֶען",1,NA
"1409","אָנגעוִוינשען",1,NA
"765","אָנְגֶעזָאגְט",2,"אָנְגֶעזָאגְט"
"1410","אַנגעכאטען",1,NA
"1411","אנדֶערבּארע",1,NA
"306","אַנדֶערע",6,NA
"1412","אַנדֶערען",1,NA
"766","אַנדֶערער",2,NA
"1413","אַנדֶערעֵר",1,NA
"767","אַנדֶערש",2,NA
"1414","אָנְהֶענְגֶען",1,NA
"1415","אנט",1,NA
"1416","אַנטלאפען",1,NA
"1417","אַנטלויפט",1,NA
"768","אַנידֶער",2,NA
"1418","אַננעהמען",1,NA
"1419","אָנפערטרויט",1,NA
"1420","אַנצוּבעטען",1,NA
"134","אָנקעל",17,NA
"769","אַנשטאַט",2,"אַנשטאַט"
"1421","אָנשיִקעניש",1,NA
"1422","אַפאוט",1,NA
"1423","אַפאטש",1,NA
"1424","אַפּאר",1,NA
"307","אפארט",6,NA
"770","אַפאַרט",2,NA
"1425","אָפּגענוּמען",1,NA
"771","אָפט",2,NA
"772","אַפילוּ",2,NA
"1426","אפיער",1,NA
"773","אפיקומן",2,NA
"1427","אַפיקומן",1,NA
"1428","אָפֶען",1,NA
"544","אָפֶענֶע",3,"אָפֶענֶע"
"1429","אָפער",1,NA
"1430","אפּעראציָאָן",1,NA
"1431","אפפער",1,NA
"545","אָפּפער",3,NA
"1432","אָפפערן",1,NA
"1433","אָפְּפֶערְן",1,NA
"308","אֶפְשֶר",6,"אֶפְשֶר"
"1434","אַצונד",1,NA
"155","אַצוּנד",15,NA
"1435","אַצוּנְד",1,NA
"124","אַצינד",18,NA
"1436","אַצִינְד",1,NA
"359","אַקט",5,"אַקט"
"1437","אַקְט",1,NA
"1438","אַקטען",1,NA
"1439","אראָבּ",1,NA
"774","אַראבּ",2,NA
"1440","אַראנזִירט",1,NA
"1441","אראפ",1,NA
"546","ארויס",3,NA
"309","אַרויס",6,NA
"1442","אַרויסצוּלָאזֶען",1,NA
"1443","אַרויסרייסען",1,NA
"431","אַרויף",4,NA
"1444","ארום",1,NA
"1445","ארוּם",1,NA
"1446","אַרוּם",1,NA
"1447","אָרוּם",1,NA
"432","אָרוּמע",4,NA
"1448","אַרוּמצוּנעהן",1,NA
"775","אַרונטער",2,NA
"1449","אַריבּער",1,NA
"547","אריין",3,NA
"180","אַרַיין",12,"אַרַיין"
"1450","אריינגעקומען",1,NA
"1451","אריינקוּמענד",1,NA
"1452","אָרים",1,NA
"1453","אָרימאָן",1,NA
"1454","אַרְם",1,NA
"1455","אָרמע",1,NA
"1456","ארמעס",1,NA
"776","אָרְמער",2,"אָרְמער"
"1457","אַרצט",1,NA
"1458","אָשא",1,NA
"1459","אִשְתִּי",1,NA
"777","אֶת",2,NA
"1460","אָת",1,"אָת"
"1461","אַתה",1,NA
"1462","בַּאבֶּען",1,NA
"113","בּאָלד",19,"בּאָלד"
"1463","באלקאָן",1,NA
"1464","בּאמבּע",1,NA
"1465","בּאנקיער",1,NA
"1466","באס",1,NA
"1467","בָּאק",1,NA
"1468","בַּאקְט",1,NA
"1469","בּארג",1,NA
"1470","בָּארְד",1,NA
"1471","בּארעדֶען",1,NA
"1472","בּארקייט",1,NA
"1473","בָּאתָ",1,NA
"1474","בּהלה",1,NA
"1475","בּהמה",1,NA
"1476","בְּהֵמות",1,NA
"1477","בּוידֶעם",1,NA
"1478","בּויך",1,NA
"548","בּוים",3,NA
"1479","בּוימערקע",1,NA
"1480","בּוּכהאלטער",1,NA
"549","בּוּכהַאלְטער",3,NA
"1481","בּוּכהַאלְטֶער",1,NA
"1482","בוכהאַנדלונג",1,NA
"1483","בורה'כע",1,NA
"1484","בּחוּר",1,NA
"1485","בּיגען",1,NA
"226","בִּיז",9,"בִּיז"
"778","בִּיז",2,"בִּיז"
"241","בִּיזט",8,NA
"1486","בִּיזְט",1,NA
"779","בִּיזְט",2,"בִּיזְט"
"433","בִּיזטו",4,NA
"360","בִּיזטוּ",5,NA
"1487","בִּיזְטו",1,NA
"550","בִּיזְטוּ",3,"בִּיזְטוּ"
"310","בּיט",6,NA
"1488","בּיטוּ",1,NA
"1489","בּיטע",1,NA
"1490","בִּיטֶע",1,NA
"551","בִּיטֶער",3,"בִּיטֶער"
"1491","בִּיטֶערֶע",1,NA
"270","ביי",7,NA
"1492","בֵּיי",1,NA
"94","בּיי",28,NA
"1493","בֵּיי",1,NA
"780","בַּיי",2,NA
"105","בּיידע",21,"בּיידע"
"1494","בֵּיידֶע",1,NA
"1495","בייז",1,NA
"1496","בּייזערן",1,NA
"242","בַּיים",8,"בַּיים"
"781","בּיין",2,NA
"1497","בּיך",1,NA
"1498","בִּיכֶער",1,NA
"1499","בִּילְד",1,NA
"782","בִּילְד",2,"בִּילְד"
"1500","בִּילְדֶער",1,NA
"1501","בּיליכער",1,NA
"783","בִּין",2,NA
"55","בִּין",55,"בִּין"
"784","בינדע",2,NA
"552","בּינדע",3,NA
"361","בִּיןט",5,NA
"785","בִּיןטוּ",2,NA
"1502","בּיס",1,NA
"243","בּיסט",8,NA
"553","בּיסטוּ",3,NA
"1503","ביסס",1,NA
"786","בּית",2,NA
"1504","בֵּיתי",1,NA
"1505","בּלאז",1,NA
"1506","בּלאטע",1,NA
"1507","בּלאַסע",1,NA
"1508","בּלאסעס",1,NA
"1509","בּלאסער",1,NA
"1510","בּלאסקייט",1,NA
"1511","בּלבּוּל",1,NA
"1512","בְּלוט",1,NA
"1513","בּלוּטזויגער",1,NA
"787","בּלויס",2,NA
"1514","בּלוּמע",1,NA
"362","בְּלַייבּ",5,"בְּלַייבּ"
"1515","בלייבט",1,NA
"363","בְּלַייבּט",5,NA
"554","בּלייבּט",3,"בּלייבּט"
"1516","בְּלֵייבֶּע",1,NA
"1517","בְּלַייבּע",1,NA
"1518","בְּלַייבֶּען",1,NA
"434","בְּלַייבֶּען",4,"בְּלַייבֶּען"
"109","בְּלִינד",20,"בְּלִינד"
"1519","בּלינד",1,NA
"788","בְּלִינדהייט",2,NA
"1520","בְּלִינדֶע",1,NA
"135","בְּלִינְדֶען",17,"בְּלִינְדֶען"
"271","בְּלִינְדֶער",7,"בְּלִינְדֶער"
"1521","בּלינדער",1,NA
"1522","בְּלִינְדֶערהייט",1,NA
"1523","בּלינךהייט",1,NA
"1524","בּליצען",1,NA
"1525","בליקטן",1,NA
"789","בּליקען",2,NA
"790","בּמקום",2,NA
"311","בֶּן",6,"בֶּן"
"1526","בְּנֵי",1,NA
"1527","בּסט",1,NA
"1528","בּסךר",1,NA
"555","בּע",3,NA
"1529","בּעגלייטען",1,NA
"364","בּעגליקען",5,NA
"1530","בֶּעגְלִיקֶען",1,NA
"1531","בֶּעגֶעהרְט",1,NA
"1532","בּעדָארף",1,NA
"1533","בּעדָארפט",1,NA
"1534","בּעדוירע",1,NA
"1535","בּעדענקע",1,NA
"1536","בעהַאלְט",1,NA
"791","בּעהַאלְטען",2,NA
"792","בּעהט",2,NA
"1537","בּעהייטע",1,NA
"1538","בּעהילפליך",1,NA
"1539","בעוואוּסטלאַז",1,NA
"1540","בעוואוּסטלאָז",1,NA
"1541","בּעוואוּּסטלאז",1,NA
"435","בּעוִויזען",4,NA
"1542","בעוועגליך",1,NA
"556","בּעז",3,"בּעז"
"1543","בּעזָארגע",1,NA
"1544","בֶּעזוּך",1,NA
"1545","בֶּעזוּכְט",1,NA
"793","בֶּעזוּכֶען",2,"בֶּעזוּכֶען"
"1546","בּעזוּנדֶערן",1,NA
"1547","בּעזִיענען",1,NA
"557","בּעט",3,NA
"1548","בֶּעטְלֶער",1,NA
"1549","בּעטסטוּ",1,NA
"794","בֶּעטֶען",2,"בֶּעטֶען"
"1550","בֶּעטְרַאכְט",1,NA
"1551","בעטראַנט",1,NA
"1552","בעטראנטעט",1,NA
"1553","בּעטרוּג",1,NA
"1554","בּעטריגען",1,NA
"436","בּעל",4,NA
"1555","בּעלאהנען",1,NA
"1556","בּעליידִיגען",1,NA
"1557","בּעליידִינט",1,NA
"1558","בּעמיהט",1,NA
"1559","בּעמיהעָן",1,NA
"1560","בעמערקען",1,NA
"1561","בּען",1,NA
"1562","בּענאנגען",1,NA
"1563","בּענגט",1,NA
"795","בּענטשען",2,"בּענטשען"
"1564","בּענעָהן",1,NA
"1565","בּענעהען",1,NA
"1566","בֶּענְקִיל",1,NA
"437","בּענקעל",4,"בּענקעל"
"796","בֶּענְשְט",2,NA
"1567","בעס",1,NA
"1568","בּעסן",1,NA
"365","בּעסער",5,NA
"1569","בֶּעסֶער",1,NA
"1570","בּעסערע",1,NA
"1571","בּעפאר",1,NA
"1572","בּעפינדעט",1,NA
"797","בּעצאָהלען",2,"בּעצאָהלען"
"1573","בּעקאנט",1,NA
"1574","בּעקאנטע",1,NA
"558","בּעקוּמט",3,NA
"438","בּעקוּמען",4,NA
"1575","בּער'ער",1,NA
"1576","בּערוּהיג",1,NA
"1577","בּערוישט",1,NA
"1578","בּערייהע",1,NA
"798","בּערייט",2,NA
"1579","בערמאן",1,NA
"1580","בּערמאן",1,NA
"1581","בֶּערמַאן",1,"בֶּערמַאן"
"64","בֶּערמַאָן",42,NA
"1582","בּעשולדִיגוּנג",1,NA
"1583","בּעשולדִיגט",1,NA
"1584","בּעשטימטע",1,NA
"1585","בּעשטעה",1,NA
"1586","בּעשטעטינוּנג",1,NA
"1587","בּעשטראפט",1,NA
"799","בּעשטראפען",2,NA
"1588","בּעשעהרט",1,NA
"1589","בּעשערט",1,NA
"1590","בּראך",1,NA
"800","בְּרוּדֶער",2,NA
"196","בְּרוּדֶער",11,"בְּרוּדֶער"
"1591","בְּרוּדֶערְס",1,NA
"1592","בּרויט",1,NA
"1593","בּרויטינאם",1,NA
"1594","בּרויךְ",1,NA
"1595","בְּרויכְסְטוּ",1,NA
"559","בּרוּך",3,NA
"439","בּרוּסט",4,"בּרוּסט"
"1596","בּרייטינאם",1,NA
"1597","בְּרִינְג",1,NA
"1598","בּרינגען",1,NA
"272","בּריעף",7,"בּריעף"
"1599","בריער",1,NA
"1600","בּריקאַלֶע",1,NA
"801","בְּרָכָה",2,NA
"1601","בְּרֶעכְט",1,NA
"1602","בּרעכען",1,NA
"802","בְּרֶענְג",2,"בְּרֶענְג"
"803","בְּרֶענְגט",2,NA
"560","בְּרֶענְגֶען",3,"בְּרֶענְגֶען"
"804","בּרענען",2,NA
"805","בְּשוּרָה",2,NA
"1603","בְּשוּרות",1,NA
"1604","בְּשוּרות",1,NA
"1605","בְּשָלום",1,NA
"1606","בּשמחה",1,NA
"806","ג",2,NA
"197","גָאט",11,"גָאט"
"1607","גָאט'ס",1,NA
"1608","גאלדפארבּ",1,NA
"1609","גאלדפאָרבּ",1,NA
"1610","גַאנץ",1,NA
"273","גַאנְצֶע",7,"גַאנְצֶע"
"807","גַאנְצֶער",2,"גַאנְצֶער"
"162","גָאר",13,"גָאר"
"1611","גָארטען",1,NA
"561","גביר",3,NA
"163","גוּט",13,NA
"562","גוּטֶע",3,"גוּטֶע"
"312","גוּטֶען",6,"גוּטֶען"
"563","גוּטֶעס",3,"גוּטֶעס"
"274","גוּטֶער",7,"גוּטֶער"
"366","גוּלדֶען",5,NA
"808","גולם",2,NA
"1612","גור",1,NA
"1613","גִיבּ",1,NA
"367","גיבט",5,NA
"564","גיט",3,NA
"1614","גייט",1,NA
"1615","גִיכֶער",1,NA
"565","גִיס",3,NA
"440","גְלויבּ",4,"גְלויבּ"
"1616","גְלויבּסט",1,NA
"368","גְלויבּע",5,NA
"275","גְלויבֶּען",7,"גְלויבֶּען"
"1617","גליהֶענְדע",1,NA
"1618","גליהֶענְדֶער",1,NA
"1619","גלייבּט",1,NA
"809","גלייך",2,NA
"1620","גליעדֶערן",1,NA
"244","גליק",8,NA
"1621","גְלִיק",1,NA
"441","גליקליך",4,NA
"1622","גליקליכע",1,NA
"1623","גליקליכען",1,NA
"1624","גליקליכער",1,NA
"1625","גנבות",1,NA
"1626","גןעדן",1,NA
"1627","גֶעאנְט",1,NA
"1628","געב",1,NA
"1629","געבּאטען",1,NA
"1630","געבּוירען",1,NA
"1631","גֶעבּוירֶענֶער",1,NA
"1632","געבּוּנדֶען",1,NA
"1633","גֶעבִּילְדֶעטֶער",1,NA
"810","געבּליבּען",2,NA
"1634","געבלענדעט",1,NA
"1635","גֶעבֶּע",1,NA
"1636","געבּעך",1,NA
"276","געבּען",7,"געבּען"
"1637","גֶעבְּרָאטֶענְס",1,NA
"1638","גֶעבְּרַאכְט",1,NA
"210","גֶעבְּרַאכְט",10,"גֶעבְּרַאכְט"
"1639","געבְּרֶענְגט",1,NA
"1640","געגְלויבּט",1,NA
"442","געגעבּען",4,NA
"811","געגענוֶוערט",2,NA
"1641","געגענטייל",1,NA
"1642","געגענייטיג",1,NA
"1643","געדָאכט",1,NA
"1644","געדַאנְק",1,NA
"1645","געדַאנְקען",1,NA
"812","געדענק",2,NA
"1646","גֶעדֶענְקְט",1,NA
"1647","געדרענג",1,NA
"164","גֶעה",13,"גֶעה"
"443","גֶעהָאט",4,NA
"1648","גֶעהַאלְזְט",1,NA
"813","גֶעהַאלְטֶען",2,"גֶעהַאלְטֶען"
"1649","גֶעהאַקטע",1,NA
"1650","גֶעהארט",1,NA
"181","גֶעהט",12,"גֶעהט"
"444","גֶעהֵיילְט",4,"גֶעהֵיילְט"
"1651","גֶעהַייסְען",1,NA
"165","גֶעהן",13,"גֶעהן"
"814","גֶעהֶען",2,"גֶעהֶען"
"277","גֶעהֶערְט",7,"גֶעהֶערְט"
"1652","גֶעהָערְט",1,NA
"1653","גֶעהֶערֶען",1,NA
"1654","גֶעהרנ'עט",1,NA
"1655","געוואוּּסט",1,NA
"278","געוואלד",7,NA
"1656","גֶעווָאלְט",1,NA
"369","גֶעוָואלְט",5,"גֶעוָואלְט"
"815","געוואנט",2,NA
"198","גֶעוָוארֶען",11,"גֶעוָוארֶען"
"1657","געוִויין",1,NA
"1658","גֶעווִיס",1,"גֶעווִיס"
"313","גֶעוִויס",6,NA
"1659","גֶעוִויסהייט",1,NA
"1660","גֶעוִויסער",1,NA
"1661","געוִויעען",1,NA
"1662","געווֶעהן",1,NA
"1663","געוֶועהן",1,NA
"1664","געוֶועהנליך",1,NA
"227","געוועזען",9,NA
"1665","געוועזענע",1,NA
"1666","געוועָן",1,NA
"157","געוֶוען",14,NA
"1667","געוֶועןען",1,NA
"1668","געוֶוערפען",1,NA
"1669","געוןארען",1,NA
"816","געזָאַגט",2,NA
"1670","גֶעזָאגֶט",1,NA
"817","געזָאנג",2,NA
"245","געזָאנט",8,NA
"818","געזָאַנט",2,NA
"1671","געזוּכט",1,NA
"819","געזוּנגען",2,NA
"566","געזוּנד",3,NA
"1672","גֶעזוּנְד",1,NA
"1673","געזוּנדהייט",1,NA
"820","געזוּנדטערהייט",2,NA
"1674","געזוּנדֶער",1,NA
"821","געזִיכט",2,NA
"1675","גֶעזֶעגְנֶען",1,NA
"822","געזֶעהן",2,NA
"567","גֶעזֶעהן",3,NA
