"","X","token","cat","lemma","pos","category","funct","case","pers","num","gender","tense","mode"
"16327",16327,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16328",16328,"wo","PROADV.Inter","wo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16330",16330,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16331",16331,"–","N.Reg.Nom.Sg.Masc","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16332",16332,"Wir","PRO.Pers.Subst.1.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16333",16333,"suchen","VFIN.Full.1.Pl.Pres.Ind","suchen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16334",16334,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16335",16335,"überall","ADV","überall",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16337",16337,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16338",16338,"schönstes","ADJA.Sup.Nom.Sg.Neut","schön",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16339",16339,"Fräulein","N.Reg.Nom.Sg.Neut","Fräulein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16341",16341,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16342",16342,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16343",16343,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16344",16344,"sind","VFIN.Aux.3.Pl.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16345",16345,"doch","ADV","doch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16346",16346,"wohl","ADV","wohl",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16348",16348,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16349",16349,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16350",16350,"Nun","ADV","nun",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16351",16351,"so","ADV","so",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16352",16352,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16353",16353,"alles","PRO.Indef.Subst.Nom.Sg.Neut","alle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16354",16354,"wohl","ADV","wohl",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16356",16356,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16359",16359,"Der","ART.Def.Nom.Sg.Masc","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16360",16360,"Graf","N.Reg.Nom.Sg.Masc","Graf",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16362",16362,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16363",16363,"Ihre","PRO.Poss.Attr.Nom.Sg.Fem","ihre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16364",16364,"Mutter","N.Reg.Nom.Sg.Fem","Mutter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16366",16366,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16367",16367,"–","ADJA.Pos.Nom.Sg.Masc","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16368",16368,"Ah","ITJ","ah",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16370",16370,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16371",16371,"gnädigster","ADJA.Sup.Nom.Sg.Masc","gnädig",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16372",16372,"Herr","N.Reg.Nom.Sg.Masc","Herr",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16374",16374,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16375",16375,"wo","PROADV.Inter","wo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16376",16376,"sind","VFIN.Aux.3.Pl.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16377",16377,"sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16379",16379,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16382",16382,"Wo","PROADV.Inter","wo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16383",16383,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16384",16384,"meine","PRO.Poss.Attr.Nom.Sg.Fem","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16385",16385,"Mutter","N.Reg.Nom.Sg.Fem","Mutter",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16387",16387,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16390",16390,"Nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16391",16391,"weit","ADJD.Pos","weit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16393",16393,";","SYM.Pun.Sent",";",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16394",16394,"hier","ADV","hier",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16395",16395,"ganz","ADV","ganz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16396",16396,"in","APPR","in",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16397",16397,"der","ART.Def.Dat.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16398",16398,"Nähe","N.Reg.Dat.Sg.Fem","Nähe",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16400",16400,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16403",16403,"Gott","N.Reg.Nom.Sg.Masc","Gott",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16405",16405,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16406",16406,"in","APPR","in",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16407",16407,"welchem","PRO.Inter.Attr.Dat.Sg.Masc","welche",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16408",16408,"Zustande","N.Reg.Dat.Sg.Masc","Zustand",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16409",16409,"werde","VFIN.Aux.1.Sg.Pres.Ind","werden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16410",16410,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16411",16411,"die","ART.Def.Acc.Sg.Fem","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16412",16412,"eine","PRO.Indef.Subst.Acc.Sg.Fem","eine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16414",16414,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16415",16415,"oder","CONJ.Coord","oder",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16416",16416,"den","ART.Def.Dat.Pl.Masc","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16417",16417,"andern","ADJA.Pos.Dat.Pl.Masc","andern",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16419",16419,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16420",16420,"vielleicht","ADV","vielleicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16421",16421,"treffen","VINF.Full","treffen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16423",16423,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16426",16426,"Ganz","ADV","ganz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16427",16427,"gewiß","ADV","gewiß",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16428",16428,"treffen","VINF.Full","treffen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16430",16430,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16431",16431,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16432",16432,"denn","CONJ.Comp","denn",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16433",16433,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16434",16434,"verhehlen","VFIN.Full.3.Pl.Pres.Ind","verhehlen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16435",16435,"mir","PRO.Pers.Subst.1.Dat.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16437",16437,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16438",16438,"gnädiger","ADJA.Pos.Nom.Sg.Masc","gnädig",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16439",16439,"Herr","N.Reg.Nom.Sg.Masc","Herr",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16440",16440,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16441",16441,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16442",16442,"seh","VFIN.Full.1.Sg.Pres.Ind","seh",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16444",16444,"'","SYM.Quot.Right","'",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16445",16445,"es","PRO.Pers.Subst.3.Nom.Sg.Neut","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16447",16447,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16448",16448,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16449",16449,"verhehlen","VFIN.Full.3.Pl.Pres.Ind","verhehlen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16450",16450,"mir","PRO.Pers.Subst.1.Dat.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16451",16451,"–","N.Reg.Acc.Sg.Neut","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16452",16452,"Nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16453",16453,"doch","ADV","doch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16455",16455,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16456",16456,"bestes","ADJA.Sup.Acc.Sg.Neut","gut",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16457",16457,"Fräulein","N.Reg.Acc.Sg.Neut","Fräulein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16459",16459,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16460",16460,"–","N.Reg.Acc.Sg.Neut","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16461",16461,"Geben","VFIN.Full.3.Pl.Pres.Ind","geben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16462",16462,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16463",16463,"mir","PRO.Pers.Subst.1.Dat.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16464",16464,"Ihren","PRO.Poss.Attr.Acc.Sg.Masc","ihre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16465",16465,"Arm","N.Reg.Acc.Sg.Masc","Arm",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16467",16467,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16468",16468,"und","CONJ.Coord","und",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16469",16469,"folgen","VFIN.Full.3.Pl.Pres.Ind","folgen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16470",16470,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16471",16471,"mir","PRO.Pers.Subst.1.Dat.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16472",16472,"getrost","ADJD.Pos","getrost",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16474",16474,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16477",16477,"Aber","CONJ.Coord","aber",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16478",16478,"–","TRUNC.Noun","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16479",16479,"wenn","CONJ.SubFin","wenn",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16480",16480,"ihnen","PRO.Pers.Subst.3.Dat.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16481",16481,"nichts","PRO.Indef.Subst.*.*.Neut","nichts",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16482",16482,"widerfahren","VFIN.Full.3.Pl.Pres.Ind","widerfahren",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16483",16483,"–","N.Name.Nom.Sg.*","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16484",16484,"wenn","CONJ.SubFin","wenn",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16485",16485,"meine","PRO.Poss.Attr.Nom.Pl.*","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16486",16486,"Ahnungen","N.Reg.Nom.Pl.Fem","Ahnung",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16487",16487,"mich","PRO.Pers.Subst.1.Acc.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16488",16488,"trügen","VFIN.Full.3.Pl.Past.Subj","tragen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16490",16490,";","SYM.Pun.Sent",";",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16491",16491,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16492",16492,"warum","PROADV.Inter","warum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16493",16493,"sind","VFIN.Aux.3.Pl.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16494",16494,"sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16495",16495,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16496",16496,"schon","ADV","schon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16497",16497,"hier","ADV","hier",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16499",16499,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16502",16502,"Warum","PROADV.Inter","warum",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16503",16503,"kamen","VFIN.Full.3.Pl.Past.Ind","kommen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16504",16504,"sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16505",16505,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16506",16506,"mit","APPR","mit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16507",16507,"Ihnen","PRO.Pers.Subst.3.Dat.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16509",16509,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16510",16510,"gnädiger","ADJA.Pos.Nom.Sg.Masc","gnädig",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16511",16511,"Herr","N.Reg.Nom.Sg.Masc","Herr",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16513",16513,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16516",16516,"So","ADV","so",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16517",16517,"eilen","VFIN.Full.3.Pl.Pres.Ind","eilen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16518",16518,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16519",16519,"doch","ADV","doch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16521",16521,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16522",16522,"mein","PRO.Poss.Attr.Nom.Sg.Neut","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16523",16523,"Fräulein","N.Reg.Nom.Sg.Neut","Fräulein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16525",16525,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16526",16526,"alle","PRO.Indef.Subst.Acc.Pl.*","alle",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16527",16527,"diese","PRO.Dem.Attr.Nom.Pl.Neut","diese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16528",16528,"Schreckenbilder","N.Reg.Nom.Pl.Neut","Schreckenbild",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16529",16529,"mit","APPR","mit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16530",16530,"eins","CARD","eins",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16531",16531,"verschwinden","VINF.Full","verschwinden",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16532",16532,"zu","PART.Zu","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16533",16533,"sehen","VINF.Full","sehen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16535",16535,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16536",16536,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16537",16537,"Was","PRO.Inter.Subst.Nom.Sg.Neut","was",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16538",16538,"soll","VFIN.Mod.3.Sg.Pres.Ind","sollen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16539",16539,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16540",16540,"tun","VINF.Full","tun",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16542",16542,"!","SYM.Pun.Sent","!",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16545",16545,"Wie","PROADV.Inter","wie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16547",16547,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16548",16548,"mein","PRO.Poss.Attr.Nom.Sg.Neut","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16549",16549,"Fräulein","N.Reg.Nom.Sg.Neut","Fräulein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16551",16551,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16554",16554,"Sollten","VFIN.Mod.3.Pl.Past.Ind","sollen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16555",16555,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16556",16556,"einen","ART.Indef.Acc.Sg.Masc","eine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16557",16557,"Verdacht","N.Reg.Acc.Sg.Masc","Verdacht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16558",16558,"gegen","APPR","gegen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16559",16559,"mich","PRO.Pers.Subst.1.Acc.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16560",16560,"hegen","VINF.Full","hegen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16562",16562,"?","SYM.Pun.Sent","?",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16563",16563,"–","N.Reg.Nom.Sg.Masc","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16564",16564,"Zu","APPR","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16565",16565,"Ihren","PRO.Poss.Attr.Dat.Pl.Masc","ihre",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16566",16566,"Füßen","N.Reg.Dat.Pl.Masc","Fuß",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16568",16568,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16569",16569,"gnädiger","ADJA.Pos.Nom.Sg.Masc","gnädig",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16570",16570,"Herr","N.Reg.Nom.Sg.Masc","Herr",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16571",16571,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16572",16572,"Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16573",16573,"bin","VFIN.Aux.1.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16574",16574,"äußerst","ADV","äußerst",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16575",16575,"beschämt","ADJD.Pos","beschämt",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16577",16577,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16578",16578,"–","ADJA.Pos.Acc.Sg.Neut","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16579",16579,"Ja","N.Reg.Acc.Sg.Neut","Ja",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16581",16581,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16582",16582,"Emilia","N.Name.Nom.Sg.Fem","Emilia",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16584",16584,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16585",16585,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16586",16586,"verdiene","VFIN.Full.1.Sg.Pres.Ind","verdienen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16587",16587,"diesen","PRO.Dem.Attr.Acc.Sg.Masc","diese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16588",16588,"stummen","ADJA.Pos.Acc.Sg.Masc","stumm",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16589",16589,"Vorwurf","N.Reg.Acc.Sg.Masc","Vorwurf",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16591",16591,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16592",16592,"–","CARD","[number]",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16593",16593,"Mein","PRO.Poss.Attr.Nom.Sg.Neut","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16594",16594,"Betragen","N.Reg.Nom.Sg.Neut","Betragen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16595",16595,"diesen","PRO.Dem.Attr.Acc.Sg.Masc","diese",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16596",16596,"Morgen","N.Reg.Acc.Sg.Masc","Morgen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16598",16598,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16599",16599,"ist","VFIN.Aux.3.Sg.Pres.Ind","sein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16600",16600,"nicht","PART.Neg","nicht",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16601",16601,"zu","PART.Zu","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16602",16602,"rechtfertigen","VINF.Full","rechtfertigen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16604",16604,";","SYM.Pun.Sent",";",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16605",16605,"–","N.Reg.Acc.Sg.Neut","–",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16606",16606,"zu","PART.Zu","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16607",16607,"entschuldigen","VINF.Full","entschuldigen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16608",16608,"höchstens","ADV","höchstens",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16610",16610,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16613",16613,"Verzeihen","VFIN.Full.3.Pl.Pres.Ind","verzeihen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16614",16614,"Sie","PRO.Pers.Subst.3.Nom.Pl.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16615",16615,"meiner","PRO.Poss.Attr.Dat.Sg.Fem","meine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16616",16616,"Schwachheit","N.Reg.Dat.Sg.Fem","Schwachheit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16618",16618,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16621",16621,"Ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16622",16622,"hätte","VFIN.Aux.1.Sg.Past.Subj","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16623",16623,"Sie","PRO.Pers.Subst.3.Acc.*.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16624",16624,"mit","APPR","mit",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16625",16625,"keinem","PRO.Indef.Attr.Dat.Sg.Neut","keine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16626",16626,"Geständnisse","N.Reg.Dat.Sg.Neut","Geständnis",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16627",16627,"beunruhigen","VINF.Full","beunruhigen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16628",16628,"sollen","VFIN.Mod.3.Pl.Pres.Ind","sollen",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16630",16630,",","SYM.Pun.Comma",",",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16631",16631,"von","APPR","von",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16632",16632,"dem","PRO.Rel.Subst.Dat.Sg.Neut","die",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16633",16633,"ich","PRO.Pers.Subst.1.Nom.Sg.*","sie",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16634",16634,"keinen","PRO.Indef.Attr.Acc.Sg.Masc","keine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16635",16635,"Vorteil","N.Reg.Acc.Sg.Masc","Vorteil",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16636",16636,"zu","PART.Zu","zu",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16637",16637,"erwarten","VINF.Full","erwarten",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16638",16638,"habe","VFIN.Aux.1.Sg.Pres.Ind","haben",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16640",16640,".","SYM.Pun.Sent",".",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16643",16643,"Auch","ADV","auch",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16644",16644,"ward","VFIN.Full.3.Sg.Past.Ind","werden",NA,NA,NA,NA,NA,NA,NA,NA,NA
