"","token","tag","pos","category","funct","case","pers","num","gender","tense","mode"
"1448","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1449","Sein","PRO.Poss.Attr.-.Nom.Sg.Masc","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"1450","Untergang","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1451",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1452","sein","PRO.Poss.Attr.-.Nom.Sg.Masc","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"1453","Haß","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1454",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1455","sein","PRO.Poss.Attr.-.Nom.Sg.Masc","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"1456","Fluch","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1457","bin","VFIN.Sein.1.Sg.Pres.Ind","VFIN",NA,NA,NA,"1","Sg",NA,"Pres","Ind"
"1458","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"1459","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1460","Darf","VFIN.Mod.1.Sg.Pres.Ind","VFIN","Mod",NA,NA,"1","Sg",NA,"Pres","Ind"
"1461","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"1462","nicht","PART.Neg","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"1463","weinen","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"1464","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1465","Einen","ART.Indef.Acc.Sg.Masc","ART","Indef",NA,"Acc",NA,"Sg","Masc",NA,NA
"1466","solchen","PRO.Indef.Attr.-.Acc.Sg.Masc","PRO","Indef","Attr","Acc",NA,"Sg","Masc",NA,NA
"1467","hier","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"1468","Mich","PRO.Pers.Subst.1.Acc.Sg.*","PRO","Pers","Subst","Acc","1","Sg",NA,NA,NA
"1469","sehn","VIMP.Full.2.Sg","VIMP","Full",NA,NA,"2","Sg",NA,NA,NA
"1470",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1471","sollt","VFIN.Mod.2.Pl.Pres.Ind","VFIN","Mod",NA,NA,"2","Pl",NA,"Pres","Ind"
"1472","’","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"1473","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"1474","nicht","PART.Neg","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"1475","weinen","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"1476","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1477","Vater","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1478","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1479","Freund","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1480","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1481","Verachte","VFIN.Full.1.Sg.Pres.Ind","VFIN","Full",NA,NA,"1","Sg",NA,"Pres","Ind"
"1482","mich","PRO.Refl.Subst.1.Acc.Sg.*","PRO","Refl","Subst","Acc","1","Sg",NA,NA,NA
"1483","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1484","Ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"1485","bin","VFIN.Sein.1.Sg.Pres.Ind","VFIN",NA,NA,NA,"1","Sg",NA,"Pres","Ind"
"1486","es","PRO.Pers.Subst.3.Nom.Sg.Neut","PRO","Pers","Subst","Nom","3","Sg","Neut",NA,NA
"1487","werth","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"1488",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1489","Du","PRO.Pers.Subst.2.Nom.Sg.*","PRO","Pers","Subst","Nom","2","Sg",NA,NA,NA
"1490","kehrst","VFIN.Full.2.Sg.Pres.Ind","VFIN","Full",NA,NA,"2","Sg",NA,"Pres","Ind"
"1491","Dein","PRO.Poss.Attr.-.Acc.Sg.Neut","PRO","Poss","Attr","Acc",NA,"Sg","Neut",NA,NA
"1492","Auge","N.Reg.Acc.Sg.Neut","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"1493","von","APPR.Dat","APPR",NA,NA,"Dat",NA,NA,NA,NA,NA
"1494","mir","PRO.Pers.Subst.1.Dat.Sg.*","PRO","Pers","Subst","Dat","1","Sg",NA,NA,NA
"1495",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1496","Strato","N.Name.Nom.Sg.Masc","N","Name",NA,"Nom",NA,"Sg","Masc",NA,NA
"1497",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1498","Länger","ADJD.Comp","ADJD","Comp",NA,NA,NA,NA,NA,NA,NA
"1499","kann","VFIN.Mod.1.Sg.Pres.Ind","VFIN","Mod",NA,NA,"1","Sg",NA,"Pres","Ind"
"1500","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"1501","es","PRO.Pers.Subst.3.Acc.Sg.Neut","PRO","Pers","Subst","Acc","3","Sg","Neut",NA,NA
"1502","Nicht","PART.Neg","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"1503","ausstehn","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"1504","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1505","Du","PRO.Pers.Subst.2.Nom.Sg.*","PRO","Pers","Subst","Nom","2","Sg",NA,NA,NA
"1506","bist","VFIN.Sein.2.Sg.Pres.Ind","VFIN",NA,NA,NA,"2","Sg",NA,"Pres","Ind"
"1507","allzu","PART.Deg","PART","Deg",NA,NA,NA,NA,NA,NA,NA
"1508","edel","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"1509",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1510","Prinz","N.Name.Nom.Sg.*","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"1511","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1512","Philotas","N.Name.Nom.Sg.*","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"1513",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1514","Du","PRO.Pers.Subst.2.Nom.Sg.*","PRO","Pers","Subst","Nom","2","Sg",NA,NA,NA
"1515","würdigst","VFIN.Full.2.Sg.Pres.Ind","VFIN","Full",NA,NA,"2","Sg",NA,"Pres","Ind"
"1516","einen","ART.Indef.Acc.Sg.Masc","ART","Indef",NA,"Acc",NA,"Sg","Masc",NA,NA
"1517","Unglückseligen","N.Reg.Acc.Sg.Masc","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"1518","Mit","APPR.Dat","APPR",NA,NA,"Dat",NA,NA,NA,NA,NA
"1519","ihm","PRO.Pers.Subst.3.Dat.Sg.Masc","PRO","Pers","Subst","Dat","3","Sg","Masc",NA,NA
"1520","zu","PART.Zu","PART","Zu",NA,NA,NA,NA,NA,NA,NA
"1521","weinen","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"1522","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1523","Uebersähest","VFIN.Full.2.Sg.Pres.Ind","VFIN","Full",NA,NA,"2","Sg",NA,"Pres","Ind"
"1524","du","PRO.Pers.Subst.2.Nom.Sg.*","PRO","Pers","Subst","Nom","2","Sg",NA,NA,NA
"1525","Sein","PRO.Poss.Attr.-.Acc.Sg.Neut","PRO","Poss","Attr","Acc",NA,"Sg","Neut",NA,NA
"1526","Unglück","N.Reg.Acc.Sg.Neut","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"1527","ganz","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"1528",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1529","du","PRO.Pers.Subst.2.Nom.Sg.*","PRO","Pers","Subst","Nom","2","Sg",NA,NA,NA
"1530","weintest","VFIN.Full.2.Sg.Past.Ind","VFIN","Full",NA,NA,"2","Sg",NA,"Past","Ind"
"1531","wahrlich","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"1532","mehr","PRO.Indef.Subst.-.*.*.*","PRO","Indef","Subst",NA,NA,NA,NA,NA,NA
"1533",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1534","Als","CONJ.Comp.-","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"1535","eine","ART.Indef.Nom.Sg.Fem","ART","Indef",NA,"Nom",NA,"Sg","Fem",NA,NA
"1536","Thräne","N.Reg.Nom.Sg.Fem","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"1537","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1538","Etwas","PRO.Indef.Attr.-.*.*.*","PRO","Indef","Attr",NA,NA,NA,NA,NA,NA
"1539","Linderung","N.Reg.Acc.Sg.Fem","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"1540","Des","ART.Def.Gen.Sg.Neut","ART","Gen",NA,"Gen",NA,"Sg","Neut",NA,NA
"1541","Schmerzens","N.Reg.Gen.Sg.Neut","N","Gen",NA,"Gen",NA,"Sg","Neut",NA,NA
"1542","seiner","PRO.Poss.Attr.-.Gen.Sg.Fem","PRO","Gen","Attr","Gen",NA,"Sg","Fem",NA,NA
"1543","Seele","N.Reg.Gen.Sg.Fem","N","Gen",NA,"Gen",NA,"Sg","Fem",NA,NA
"1544","fühlet","VFIN.Full.2.Pl.Pres.Subj","VFIN","Full",NA,NA,"2","Pl",NA,"Pres","Subj"
"1545","er","PRO.Pers.Subst.3.Nom.Sg.Masc","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"1546",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1547","Indem","CONJ.SubFin.-","CONJ","SubFin",NA,NA,NA,NA,NA,NA,NA
"1548","er","PRO.Pers.Subst.3.Nom.Sg.Masc","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"1549","einen","ART.Indef.Acc.Sg.Masc","ART","Indef",NA,"Acc",NA,"Sg","Masc",NA,NA
"1550","Strato","N.Reg.Acc.Sg.Masc","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"1551","weinen","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"1552","sieht","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"1553","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1554","O","N.Name.Nom.Sg.*","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"1555","wüßtest","VFIN.Full.2.Sg.Past.Subj","VFIN","Full",NA,NA,"2","Sg",NA,"Past","Subj"
"1556","du","PRO.Pers.Subst.2.Nom.Sg.*","PRO","Pers","Subst","Nom","2","Sg",NA,NA,NA
"1557",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1558","aus","APPR.Dat","APPR",NA,NA,"Dat",NA,NA,NA,NA,NA
"1559","was","PRO.Indef.Subst.-.*.*.Neut","PRO","Indef","Subst",NA,NA,NA,"Neut",NA,NA
"1560","für","APPR.Acc","APPR",NA,NA,"Acc",NA,NA,NA,NA,NA
"1561","edlem","ADJA.Pos.Dat.Sg.Masc","ADJA","Pos",NA,"Dat",NA,"Sg","Masc",NA,NA
"1562","Quell","N.Reg.Dat.Sg.Masc","N","Reg",NA,"Dat",NA,"Sg","Masc",NA,NA
"1563","Es","PRO.Pers.Subst.3.Nom.Sg.Neut","PRO","Pers","Subst","Nom","3","Sg","Neut",NA,NA
"1564","über","APPR.Über","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"1565","mich","PRO.Pers.Subst.1.Acc.Sg.*","PRO","Pers","Subst","Acc","1","Sg",NA,NA,NA
"1566","geflossen","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"1567","ist","VFIN.Sein.3.Sg.Pres.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Pres","Ind"
"1568","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1569","–","ADJA.Pos.Nom.Sg.Masc","ADJA","Pos",NA,"Nom",NA,"Sg","Masc",NA,NA
"1570","–","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1571","Mein","PRO.Poss.Attr.-.Acc.Sg.Neut","PRO","Poss","Attr","Acc",NA,"Sg","Neut",NA,NA
"1572","Glück","N.Reg.Acc.Sg.Neut","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"1573",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1574","Mein","PRO.Poss.Attr.-.Nom.Sg.Masc","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"1575","Wunsch","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1576",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1577","und","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"1578","meine","PRO.Poss.Attr.-.Nom.Sg.Fem","PRO","Poss","Attr","Nom",NA,"Sg","Fem",NA,NA
"1579","größte","ADJA.Sup.Nom.Sg.Fem","ADJA","Sup",NA,"Nom",NA,"Sg","Fem",NA,NA
"1580","Freude","N.Reg.Nom.Sg.Fem","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"1581","war","VFIN.Sein.3.Sg.Past.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Past","Ind"
"1582",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1583","[","SYM.Paren.Left","SYM","Paren","Left",NA,NA,NA,NA,NA,NA
"1584","114","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"1585","]","SYM.Paren.Right","SYM","Paren","Right",NA,NA,NA,NA,NA,NA
"1586","Die","ART.Def.Nom.Sg.Fem","ART","Def",NA,"Nom",NA,"Sg","Fem",NA,NA
"1587","Liebe","N.Reg.Nom.Sg.Fem","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"1588","meines","PRO.Poss.Attr.-.Gen.Sg.Masc","PRO","Gen","Attr","Gen",NA,"Sg","Masc",NA,NA
"1589","Vaters","N.Reg.Gen.Sg.Masc","N","Gen",NA,"Gen",NA,"Sg","Masc",NA,NA
"1590",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1591","–","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"1592","–","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"1593","Ach","ITJ","ITJ",NA,NA,NA,NA,NA,NA,NA,NA
"1594","und","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"1595","nun","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"1596","Wird","VFIN.Aux.3.Sg.Pres.Ind","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"1597","sie","PRO.Pers.Subst.3.Nom.Sg.Fem","PRO","Pers","Subst","Nom","3","Sg","Fem",NA,NA
"1598","mein","PRO.Poss.Attr.-.Acc.Sg.Neut","PRO","Poss","Attr","Acc",NA,"Sg","Neut",NA,NA
"1599","größtes","ADJA.Sup.Acc.Sg.Neut","ADJA","Sup",NA,"Acc",NA,"Sg","Neut",NA,NA
"1600","Unglück","N.Reg.Acc.Sg.Neut","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"1601",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1602","meine","PRO.Poss.Attr.-.Nom.Sg.Fem","PRO","Poss","Attr","Nom",NA,"Sg","Fem",NA,NA
"1603","Pein","N.Reg.Nom.Sg.Fem","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"1604","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1605","Strato","N.Name.Nom.Sg.*","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"1606",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1607","Die","ART.Def.Nom.Sg.Fem","ART","Def",NA,"Nom",NA,"Sg","Fem",NA,NA
"1608","Liebe","N.Reg.Nom.Sg.Fem","N","Reg",NA,"Nom",NA,"Sg","Fem",NA,NA
"1609","deines","PRO.Poss.Attr.-.Gen.Sg.Masc","PRO","Gen","Attr","Gen",NA,"Sg","Masc",NA,NA
"1610","Vaters","N.Reg.Gen.Sg.Masc","N","Gen",NA,"Gen",NA,"Sg","Masc",NA,NA
"1611","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1612","Philotas","N.Name.Nom.Sg.*","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"1613",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1614","Dir","PRO.Pers.Subst.2.Dat.Sg.*","PRO","Pers","Subst","Dat","2","Sg",NA,NA,NA
"1615","allein","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"1616","Vertrau","VIMP.Full.2.Sg","VIMP","Full",NA,NA,"2","Sg",NA,NA,NA
"1617","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"1618","diese","PRO.Dem.Attr.-.Acc.Sg.Fem","PRO","Dem","Attr","Acc",NA,"Sg","Fem",NA,NA
"1619","Wichtigkeit","N.Reg.Acc.Sg.Fem","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"1620","von","APPR.Dat","APPR",NA,NA,"Dat",NA,NA,NA,NA,NA
"1621","ihm","PRO.Pers.Subst.3.Dat.Sg.Masc","PRO","Pers","Subst","Dat","3","Sg","Masc",NA,NA
"1622","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1623","Er","PRO.Pers.Subst.3.Nom.Sg.Masc","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"1624","liebet","VFIN.Full.2.Pl.Pres.Subj","VFIN","Full",NA,NA,"2","Pl",NA,"Pres","Subj"
"1625",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1626","ach","ITJ","ITJ",NA,NA,NA,NA,NA,NA,NA,NA
"1627","er","PRO.Pers.Subst.3.Nom.Sg.Masc","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"1628","liebt","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"1629","mich","PRO.Pers.Subst.1.Acc.Sg.*","PRO","Pers","Subst","Acc","1","Sg",NA,NA,NA
"1630","allzusehr","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"1631",";","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1632","Mehr","PRO.Indef.Subst.-.*.*.*","PRO","Indef","Subst",NA,NA,NA,NA,NA,NA
"1633","als","CONJ.Comp.-","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"1634","das","ART.Def.Acc.Sg.Neut","ART","Def",NA,"Acc",NA,"Sg","Neut",NA,NA
"1635","Vaterland","N.Reg.Acc.Sg.Neut","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"1636","liebt","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"1637","er","PRO.Pers.Subst.3.Nom.Sg.Masc","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"1638","den","ART.Def.Acc.Sg.Masc","ART","Def",NA,"Acc",NA,"Sg","Masc",NA,NA
"1639","Sohn","N.Reg.Acc.Sg.Masc","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"1640","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1641","Siehst","VFIN.Full.2.Sg.Pres.Ind","VFIN","Full",NA,NA,"2","Sg",NA,"Pres","Ind"
"1642","du","PRO.Pers.Subst.2.Nom.Sg.*","PRO","Pers","Subst","Nom","2","Sg",NA,NA,NA
"1643","die","ART.Def.Acc.Sg.Fem","ART","Def",NA,"Acc",NA,"Sg","Fem",NA,NA
"1644","schwarze","ADJA.Pos.Acc.Sg.Fem","ADJA","Pos",NA,"Acc",NA,"Sg","Fem",NA,NA
"1645","Wolke","N.Reg.Acc.Sg.Fem","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"1646",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1647","welche","PRO.Rel.Subst.-.Nom.Sg.Fem","PRO","Rel","Subst","Nom",NA,"Sg","Fem",NA,NA
"1648","mir","PRO.Pers.Subst.1.Dat.Sg.*","PRO","Pers","Subst","Dat","1","Sg",NA,NA,NA
"1649","Mit","APPR.Dat","APPR",NA,NA,"Dat",NA,NA,NA,NA,NA
"1650","schwerem","ADJA.Pos.Dat.Sg.Masc","ADJA","Pos",NA,"Dat",NA,"Sg","Masc",NA,NA
"1651","Donnerkeile","N.Reg.Dat.Sg.Masc","N","Reg",NA,"Dat",NA,"Sg","Masc",NA,NA
"1652","droht","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"1653","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1654","Was","PRO.Inter.Subst.-.Nom.Sg.Neut","PRO","Inter","Subst","Nom",NA,"Sg","Neut",NA,NA
"1655","ist","VFIN.Sein.3.Sg.Pres.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Pres","Ind"
"1656","Für","APPR.Acc","APPR",NA,NA,"Acc",NA,NA,NA,NA,NA
"1657","grösser","ADJD.Comp","ADJD","Comp",NA,NA,NA,NA,NA,NA,NA
"1658","Unglück","N.Reg.Acc.Sg.Neut","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"1659",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1660","als","CONJ.Comp.-","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"1661","der","ART.Def.Nom.Sg.Masc","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"1662","Untergang","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1663","Des","ART.Def.Gen.Sg.Neut","ART","Gen",NA,"Gen",NA,"Sg","Neut",NA,NA
"1664","Vaterlandes","N.Reg.Gen.Sg.Neut","N","Gen",NA,"Gen",NA,"Sg","Neut",NA,NA
"1665","seyn","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"1666","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1667","Und","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"1668","der","PRO.Dem.Subst.-.Dat.Sg.Fem","PRO","Dem","Subst","Dat",NA,"Sg","Fem",NA,NA
"1669","bin","VFIN.Sein.1.Sg.Pres.Ind","VFIN",NA,NA,NA,"1","Sg",NA,"Pres","Ind"
"1670","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"1671","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1672","Hat","VFIN.Haben.3.Sg.Pres.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Pres","Ind"
"1673","nicht","PART.Neg","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"1674","dein","PRO.Poss.Attr.-.Nom.Sg.Masc","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"1675","König","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1676","seines","PRO.Poss.Attr.-.Gen.Sg.Masc","PRO","Gen","Attr","Gen",NA,"Sg","Masc",NA,NA
"1677","Feindes","N.Reg.Gen.Sg.Masc","N","Gen",NA,"Gen",NA,"Sg","Masc",NA,NA
"1678","Sohn","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1679","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1680","Hoch","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"1681","wird","VFIN.Aux.3.Sg.Pres.Ind","VFIN","Aux",NA,NA,"3","Sg",NA,"Pres","Ind"
"1682","er","PRO.Pers.Subst.3.Nom.Sg.Masc","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"1683","nun","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"1684","die","ART.Def.Acc.Pl.Fem","ART","Def",NA,"Acc",NA,"Pl","Fem",NA,NA
"1685","Sayten","N.Reg.Acc.Pl.Fem","N","Reg",NA,"Acc",NA,"Pl","Fem",NA,NA
"1686","spannen","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"1687",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"1688","hoch","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"1689","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1690","Und","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"1691","ach","ITJ","ITJ",NA,NA,NA,NA,NA,NA,NA,NA
"1692","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"1693","mein","PRO.Poss.Attr.-.Nom.Sg.Masc","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"1694","Vater","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"1695","–","N.Name.*.*.*","N","Name",NA,NA,NA,NA,NA,NA,NA
"1696","–","N.Name.*.*.*","N","Name",NA,NA,NA,NA,NA,NA,NA
"1697","Laßt","VFIN.Full.2.Pl.Pres.Ind","VFIN","Full",NA,NA,"2","Pl",NA,"Pres","Ind"
"1698","ihr","PRO.Pers.Subst.2.Nom.Pl.*","PRO","Pers","Subst","Nom","2","Pl",NA,NA,NA
"1699","Götter","N.Reg.Acc.Pl.Masc","N","Reg",NA,"Acc",NA,"Pl","Masc",NA,NA
